# Ch1	Ch2	Ch3	Ch4
1.301	0.851	2.217	2.139
1.256	0.812	2.372	2.158
1.353	0.760	2.213	2.145
1.285	0.828	2.338	2.126
1.245	0.812	2.377	2.126
1.307	0.750	2.219	2.171
1.317	0.850	2.267	2.140
1.239	0.837	2.346	2.122
1.317	0.758	2.204	2.166
1.326	0.831	2.215	2.119
1.297	0.826	2.329	2.145
1.333	0.742	2.274	2.146
1.366	0.791	2.230	2.126
1.302	0.846	2.318	2.152
1.310	0.784	2.372	2.151
1.367	0.785	2.203	2.122
1.296	0.859	2.338	2.133
1.240	0.782	2.358	2.139
1.367	0.791	2.222	2.138
1.285	0.835	2.385	2.113
1.243	0.803	2.358	2.151
1.310	0.762	2.221	2.168
1.287	0.856	2.322	2.112
1.239	0.788	2.342	2.100
1.316	0.750	2.217	2.165
1.282	0.854	2.210	2.168
1.259	0.818	2.358	2.140
1.314	0.769	2.217	2.149
1.320	0.815	2.249	2.112
1.278	0.834	2.339	2.117
1.304	0.768	2.198	2.155
1.314	0.815	2.189	2.119
1.278	0.846	2.319	2.127
1.307	0.754	2.236	2.166
1.326	0.785	2.219	2.120
1.291	0.856	2.345	2.126
1.289	0.782	2.374	2.151
1.354	0.791	2.219	2.162
1.288	0.856	2.345	2.112
1.276	0.805	2.358	2.166
1.305	0.755	2.219	2.168
1.282	0.861	2.345	2.158
1.269	0.795	2.359	2.145
1.303	0.760	2.210	2.138
1.281	0.850	2.282	2.113
1.235	0.834	2.333	2.142
1.314	0.764	2.210	2.169
1.323	0.837	2.264	2.119
1.275	0.818	2.333	2.122
1.320	0.763	2.211	2.152
1.367	0.808	2.233	2.168
1.278	0.849	2.317	2.145
1.307	0.766	2.236	2.155
1.370	0.801	2.190	2.120
1.285	0.856	2.317	2.110
1.310	0.791	2.213	2.164
1.352	0.783	2.202	2.120
1.288	0.853	2.345	2.120
1.290	0.803	2.332	2.144
1.366	0.791	2.222	2.120
1.285	0.851	2.325	2.112
1.239	0.818	2.371	2.151
1.300	0.749	2.209	2.120
1.307	0.850	2.281	2.118
1.243	0.780	2.366	2.168
1.300	0.756	2.221	2.168
1.326	0.829	2.288	2.171
1.242	0.816	2.342	2.145
1.317	0.760	2.204	2.166
1.343	0.832	2.190	2.129
1.285	0.818	2.339	2.145
1.307	0.757	2.213	2.166
1.367	0.774	2.189	2.129
1.278	0.862	2.329	2.126
1.293	0.777	2.236	2.149
1.368	0.779	2.358	2.152
1.281	0.859	2.281	2.110
1.277	0.799	2.293	2.144
1.327	0.775	2.218	2.139
1.289	0.852	2.309	2.113
1.240	0.803	2.374	2.149
1.347	0.750	2.223	2.177
1.276	0.833	2.322	2.164
1.242	0.818	2.353	2.151
1.311	0.774	2.346	2.145
1.279	0.841	2.308	2.119
1.294	0.815	2.366	2.145
1.327	0.754	2.211	2.174
1.333	0.815	2.322	2.119
1.268	0.793	2.342	2.132
1.317	0.763	2.215	2.165
1.359	0.857	2.190	2.153
1.297	0.855	2.318	2.126
1.245	0.782	2.265	2.155
1.362	0.797	2.230	2.119
1.297	0.849	2.338	2.120
1.245	0.778	2.229	2.159
1.366	0.752	2.223	2.126
1.293	0.862	2.319	2.125
1.293	0.791	2.371	2.158
1.310	0.782	2.224	2.157
1.285	0.789	2.358	2.107
1.247	0.800	2.398	2.151
1.347	0.762	2.203	2.168
1.284	0.842	2.307	2.116
1.232	0.808	2.333	2.166
1.317	0.750	2.217	2.139
1.285	0.818	2.236	2.166
1.255	0.812	2.339	2.126
1.320	0.757	2.368	2.120
1.359	0.840	2.335	2.126
1.281	0.808	2.318	2.142
1.297	0.775	2.280	2.159
1.368	0.798	2.255	2.125
1.248	0.854	2.331	2.110
1.310	0.759	2.213	2.149
1.359	0.779	2.196	2.155
1.289	0.853	2.335	2.109
1.250	0.805	2.313	2.151
1.370	0.788	2.197	2.133
1.301	0.866	2.325	2.107
1.239	0.803	2.372	2.145
1.310	0.779	2.180	2.151
1.284	0.850	2.345	2.123
1.289	0.788	2.372	2.139
1.307	0.754	2.217	2.145
1.326	0.805	2.243	2.119
1.250	0.812	2.352	2.116
1.307	0.757	2.219	2.171
1.333	0.838	2.334	2.126
1.256	0.812	2.339	2.140
1.297	0.763	2.210	2.171
1.359	0.818	2.201	2.166
1.281	0.837	2.342	2.114
1.269	0.775	2.319	2.112
1.366	0.787	2.189	2.114
1.281	0.856	2.338	2.114
1.269	0.779	2.280	2.165
1.367	0.769	2.199	2.126
1.296	0.825	2.332	2.110
1.250	0.791	2.351	2.144
1.353	0.758	2.221	2.151
1.300	0.854	2.351	2.113
1.289	0.800	2.369	2.132
1.311	0.761	2.223	2.112
1.285	0.860	2.309	2.126
1.242	0.812	2.317	2.145
1.310	0.750	2.203	2.168
1.366	0.831	2.327	2.126
1.237	0.841	2.339	2.126
1.304	0.750	2.224	2.114
1.352	0.821	2.267	2.129
1.289	0.821	2.333	2.104
1.291	0.754	2.201	2.155
1.343	0.788	2.202	2.127
1.289	0.802	2.317	2.107
1.302	0.793	2.317	2.149
1.366	0.775	2.189	2.151
1.302	0.859	2.317	2.117
1.256	0.788	2.345	2.107
1.366	0.782	2.203	2.133
1.289	0.859	2.351	2.110
1.239	0.809	2.372	2.145
1.313	0.762	2.219	2.151
1.279	0.840	2.325	2.113
1.242	0.805	2.372	2.145
1.314	0.761	2.210	2.151
1.318	0.832	2.296	2.145
1.243	0.832	2.349	2.130
1.301	0.754	2.204	2.161
1.326	0.797	2.325	2.117
1.249	0.854	2.353	2.142
1.317	0.765	2.213	2.155
1.341	0.837	2.230	2.122
1.302	0.812	2.333	2.140
1.307	0.770	2.299	2.107
1.368	0.787	2.210	2.120
1.302	0.861	2.338	2.112
1.307	0.788	2.305	2.151
1.359	0.790	2.229	2.120
1.296	0.859	2.321	2.126
1.245	0.804	2.372	2.151
1.354	0.782	2.230	2.149
1.295	0.856	2.294	2.112
1.235	0.808	2.321	2.119
1.311	0.754	2.203	2.126
1.295	0.841	2.296	2.119
1.282	0.818	2.358	2.145
1.314	0.755	2.232	2.151
1.320	0.805	2.334	2.119
1.246	0.812	2.349	2.114
1.314	0.759	2.204	2.129
1.307	0.805	2.338	2.129
1.239	0.849	2.196	2.035
1.305	0.772	2.223	2.155
1.346	0.794	2.267	2.122
1.278	0.907	2.338	2.121
1.289	0.757	2.271	2.151
1.367	0.791	2.203	2.126
1.282	0.841	2.338	2.112
1.252	0.793	2.358	2.120
1.368	0.785	2.209	2.138
1.304	0.850	2.329	2.110
1.239	0.812	2.372	2.145
1.324	0.802	2.224	2.168
1.282	0.850	2.335	2.117
1.243	0.801	2.372	2.170
1.310	0.754	2.219	2.151
1.287	0.837	2.284	2.125
1.240	0.818	2.242	2.132
1.306	0.766	2.250	2.166
1.301	0.821	2.242	2.118
1.262	0.825	2.338	2.140
1.317	0.750	2.226	2.159
1.326	0.797	2.203	2.135
1.296	0.849	2.358	2.107
1.302	0.771	2.204	2.114
1.346	0.779	2.201	2.126
1.281	0.864	2.202	2.134
1.268	0.779	2.372	2.151
1.366	0.791	2.222	2.123
1.297	0.854	2.345	2.107
1.240	0.799	2.300	2.151
1.333	0.785	2.203	2.139
1.296	0.832	2.338	2.112
1.261	0.820	2.353	2.119
1.311	0.760	2.217	2.149
1.308	0.856	2.233	2.119
1.239	0.801	2.358	2.151
1.301	0.754	2.217	2.136
1.307	0.858	2.296	2.127
1.249	0.809	2.336	2.142
1.300	0.754	2.255	2.165
1.294	0.838	2.210	2.126
1.249	0.825	2.336	2.120
1.314	0.750	2.327	2.166
1.343	0.791	2.204	2.126
1.302	0.856	2.332	2.114
1.250	0.777	2.287	2.149
1.355	0.777	2.202	2.126
1.297	0.859	2.331	2.110
1.245	0.786	2.371	2.101
1.366	0.785	2.222	2.130
1.295	0.841	2.211	2.137
1.290	0.795	2.382	2.151
1.324	0.775	2.219	2.158
1.301	0.856	2.322	2.118
1.256	0.800	2.372	2.155
1.300	0.764	2.224	2.136
1.306	0.832	2.267	2.113
1.243	0.828	2.363	2.114
1.313	0.757	2.211	2.168
1.341	0.831	2.309	2.126
1.281	0.829	2.372	2.127
1.307	0.804	2.226	2.168
1.336	0.795	2.204	2.127
1.314	0.834	2.318	2.114
1.320	0.766	2.226	2.155
1.333	0.775	2.219	2.129
1.297	0.856	2.334	2.126
1.305	0.772	2.268	2.149
1.367	0.797	2.222	2.130
1.297	0.853	2.322	2.120
1.243	0.790	2.345	2.164
1.343	0.783	2.229	2.123
1.302	0.850	2.338	2.118
1.269	0.820	2.371	2.113
1.311	0.754	2.224	2.165
1.276	0.851	2.232	2.151
1.248	0.818	2.317	2.145
1.308	0.752	2.230	2.158
1.314	0.838	2.213	2.132
1.289	0.805	2.336	2.145
1.314	0.771	2.249	2.166
1.301	0.825	2.262	2.129
1.256	0.849	2.326	2.126
1.317	0.762	2.265	2.152
1.333	0.791	2.189	2.126
1.291	0.854	2.318	2.145
1.307	0.766	2.280	2.149
1.367	0.785	2.188	2.126
1.291	0.856	2.318	2.114
1.304	0.805	2.374	2.149
1.341	0.779	2.201	2.133
1.297	0.856	2.288	2.123
1.237	0.788	2.353	2.149
1.353	0.782	2.219	2.162
1.292	0.859	2.334	2.113
1.239	0.800	2.363	2.145
1.298	0.760	2.217	2.168
1.326	0.837	2.281	2.112
1.262	0.812	2.339	2.125
1.326	0.754	2.210	2.151
1.314	0.825	2.306	2.158
1.245	0.825	2.333	2.142
1.310	0.779	2.223	2.166
1.333	0.828	2.190	2.114
1.278	0.853	2.342	2.133
1.307	0.750	2.216	2.152
1.367	0.791	2.212	2.126
1.265	0.856	2.342	2.133
1.319	0.778	2.371	2.149
1.352	0.785	2.209	2.112
1.297	0.856	2.338	2.114
1.291	0.795	2.358	2.145
1.360	0.761	2.203	2.133
1.276	0.854	2.320	2.112
1.263	0.806	2.371	2.140
1.308	0.750	2.203	2.126
1.285	0.851	2.325	2.171
1.252	0.818	2.372	2.166
1.300	0.754	2.204	2.166
1.300	0.810	2.308	2.119
1.268	0.815	2.318	2.101
1.313	0.750	2.224	2.171
1.343	0.851	2.296	2.129
1.268	0.812	2.339	2.126
1.303	0.771	2.210	2.168
1.359	0.763	2.226	2.159
1.248	0.849	2.345	2.126
1.302	0.758	2.185	2.149
1.346	0.798	2.189	2.159
1.302	0.853	2.338	2.139
1.283	0.791	2.351	2.147
1.355	0.785	2.189	2.151
1.291	0.854	2.321	2.132
1.276	0.828	2.373	2.145
1.321	0.762	2.372	2.145
1.301	0.837	2.322	2.100
1.248	0.805	2.339	2.138
1.320	0.752	2.223	2.165
1.320	0.858	2.335	2.106
1.240	0.812	2.358	2.151
1.306	0.747	2.217	2.192
1.297	0.825	2.249	2.171
1.275	0.813	2.342	2.142
1.307	0.763	2.280	2.155
1.346	0.812	2.223	2.122
1.268	0.856	2.333	2.127
1.302	0.763	2.217	2.149
1.355	0.791	2.189	2.114
1.249	0.866	2.344	2.129
1.304	0.791	2.215	2.157
1.355	0.785	2.221	2.152
1.305	0.853	2.331	2.110
1.240	0.791	2.371	2.138
1.367	0.779	2.222	2.151
1.302	0.859	2.335	2.112
1.245	0.785	2.372	2.138
1.321	0.754	2.230	2.136
1.289	0.768	2.345	2.161
1.239	0.809	2.365	2.165
1.310	0.747	2.363	2.114
1.293	0.853	2.335	2.118
1.239	0.825	2.358	2.142
1.314	0.775	2.217	2.151
1.359	0.845	2.325	2.126
1.252	0.843	2.318	2.155
1.289	0.752	2.216	2.167
1.352	0.797	2.199	2.158
1.302	0.809	2.318	2.126
1.256	0.788	2.236	2.155
1.366	0.804	2.217	2.126
1.296	0.862	2.332	2.127
1.301	0.769	2.371	2.145
1.368	0.785	2.222	2.126
1.296	0.864	2.351	2.110
1.284	0.805	2.372	2.151
1.297	0.777	2.217	2.151
1.320	0.841	2.307	2.107
1.263	0.825	2.372	2.151
1.311	0.766	2.236	2.171
1.285	0.831	2.322	2.119
1.249	0.812	2.346	2.145
1.310	0.750	2.219	2.171
1.301	0.841	2.334	2.180
1.242	0.836	2.342	2.129
1.314	0.755	2.319	2.151
1.326	0.812	2.201	2.135
1.291	0.843	2.318	2.110
1.294	0.766	2.213	2.155
1.366	0.791	2.189	2.142
1.249	0.837	2.329	2.136
1.317	0.791	2.278	2.155
1.343	0.775	2.222	2.151
1.294	0.846	2.342	2.141
1.237	0.799	2.371	2.159
1.357	0.744	2.203	2.138
1.295	0.856	2.335	2.112
1.263	0.808	2.351	2.151
1.306	0.762	2.217	2.143
1.291	0.843	2.263	2.115
1.248	0.812	2.372	2.145
1.297	0.746	2.217	2.180
1.295	0.825	2.281	2.106
1.260	0.805	2.293	2.142
1.307	0.754	2.210	2.166
1.326	0.831	2.255	2.116
1.289	0.854	2.317	2.142
1.317	0.741	2.210	2.156
1.346	0.808	2.202	2.153
1.268	0.834	2.332	2.152
1.320	0.782	2.332	2.120
1.372	0.795	2.222	2.101
1.295	0.859	2.298	2.110
1.256	0.772	2.293	2.155
1.367	0.760	2.229	2.126
1.284	0.856	2.329	2.112
1.239	0.787	2.371	2.151
1.321	0.760	2.222	2.172
1.295	0.845	2.335	2.118
1.276	0.812	2.358	2.140
1.298	0.760	2.217	2.136
1.320	0.834	2.294	2.114
1.262	0.803	2.369	2.127
1.314	0.760	2.210	2.171
1.279	0.837	2.230	2.115
1.245	0.847	2.336	2.132
1.317	0.772	2.210	2.127
1.370	0.808	2.282	2.114
1.265	0.849	2.338	2.126
1.314	0.762	2.197	2.155
1.349	0.779	2.234	2.123
1.270	0.859	2.304	2.109
1.307	0.788	2.358	2.155
1.321	0.791	2.209	2.139
1.301	0.853	2.345	2.126
1.252	0.801	2.282	2.113
1.376	0.773	2.219	2.123
1.290	0.859	2.300	2.109
1.243	0.808	2.361	2.151
1.305	0.755	2.202	2.151
1.288	0.841	2.329	2.125
1.239	0.818	2.333	2.132
1.311	0.779	2.224	2.165
1.320	0.837	2.271	2.119
1.239	0.825	2.276	2.116
1.314	0.762	2.217	2.165
1.352	0.828	2.217	2.122
1.265	0.845	2.317	2.145
1.317	0.768	2.215	2.171
1.333	0.791	2.190	2.126
1.265	0.837	2.319	2.107
1.294	0.775	2.233	2.126
1.370	0.785	2.189	2.120
1.304	0.859	2.331	2.112
1.301	0.775	2.332	2.152
1.330	0.767	2.197	2.136
1.289	0.856	2.338	2.112
1.242	0.788	2.404	2.157
1.347	0.782	2.222	2.151
1.295	0.847	2.308	2.112
1.294	0.808	2.348	2.116
1.318	0.756	2.223	2.139
1.326	0.837	2.230	2.113
1.237	0.825	2.346	2.127
1.306	0.771	2.217	2.169
1.297	0.853	2.263	2.115
1.272	0.812	2.342	2.126
1.307	0.765	2.210	2.112
1.365	0.791	2.242	2.127
1.289	0.843	2.222	2.116
1.301	0.758	2.241	2.159
1.343	0.785	2.215	2.127
1.291	0.855	2.332	2.094
1.304	0.795	2.351	2.151
1.367	0.759	2.221	2.114
1.302	0.838	2.318	2.110
1.259	0.800	2.372	2.113
1.353	0.791	2.209	2.139
1.285	0.859	2.338	2.120
1.237	0.808	2.372	2.145
1.347	0.754	2.229	2.145
1.285	0.845	2.322	2.122
1.265	0.800	2.358	2.145
1.321	0.760	2.226	2.151
1.320	0.853	2.307	2.114
1.249	0.815	2.358	2.129
1.314	0.746	2.210	2.168
1.323	0.821	2.201	2.126
1.239	0.821	2.317	2.126
1.307	0.771	2.215	2.152
1.359	0.788	2.210	2.129
1.297	0.836	2.318	2.126
1.289	0.758	2.201	2.113
1.333	0.795	2.217	2.129
1.283	0.849	2.203	2.126
1.297	0.795	2.325	2.149
1.368	0.775	2.215	2.151
1.268	0.835	2.338	2.107
1.232	0.812	2.371	2.153
1.360	0.755	2.224	2.139
1.289	0.850	2.294	2.106
1.294	0.805	2.346	2.118
1.313	0.750	2.219	2.171
1.301	0.831	2.262	2.106
1.237	0.808	2.358	2.139
1.307	0.749	2.224	2.168
1.320	0.795	2.282	2.138
1.262	0.818	2.339	2.139
1.294	0.758	2.210	2.166
1.372	0.810	2.197	2.129
1.272	0.834	2.342	2.129
1.310	0.788	2.305	2.192
1.375	0.791	2.210	2.127
1.304	0.856	2.342	2.117
1.314	0.777	2.213	2.156
1.362	0.779	2.203	2.121
1.304	0.851	2.344	2.109
1.216	0.788	2.359	2.122
1.311	0.777	2.226	2.136
1.282	0.862	2.222	2.171
1.245	0.795	2.339	2.150
1.368	0.773	2.172	2.162
1.286	0.846	2.301	2.104
1.237	0.812	2.371	2.114
1.308	0.766	2.201	2.205
1.320	0.844	2.205	2.100
1.302	0.812	2.346	2.142
1.325	0.752	2.217	2.166
1.349	0.854	2.233	2.119
1.289	0.855	2.333	2.180
1.320	0.775	2.210	2.162
1.362	0.798	2.189	2.139
1.289	0.821	2.338	2.130
1.307	0.782	2.293	2.159
1.352	0.785	2.190	2.130
1.262	0.837	2.333	2.133
1.297	0.788	2.273	2.144
1.368	0.756	2.222	2.126
1.284	0.833	2.332	2.107
1.234	0.816	2.351	2.145
1.360	0.779	2.217	2.151
1.295	0.850	2.322	2.112
1.239	0.782	2.372	2.123
1.306	0.750	2.224	2.126
1.288	0.850	2.205	2.168
1.255	0.786	2.371	2.145
1.301	0.760	2.237	2.171
1.288	0.834	2.338	2.119
1.285	0.825	2.336	2.135
1.307	0.758	2.255	2.149
1.355	0.810	2.176	2.140
1.301	0.837	2.317	2.129
1.317	0.768	2.216	2.162
1.368	0.811	2.202	2.127
1.291	0.875	2.332	2.107
1.304	0.763	2.377	2.155
1.360	0.772	2.228	2.133
1.301	0.878	2.325	2.107
1.242	0.791	2.358	2.168
1.367	0.769	2.219	2.120
1.301	0.853	2.361	2.139
1.227	0.812	2.359	2.158
1.303	0.754	2.217	2.167
1.296	0.840	2.256	2.074
1.242	0.812	2.371	2.132
1.307	0.742	2.206	2.171
1.288	0.825	2.281	2.115
1.256	0.820	2.365	2.122
1.300	0.750	2.213	2.171
1.355	0.808	2.210	2.174
1.281	0.825	2.319	2.121
1.317	0.772	2.217	2.156
1.359	0.804	2.190	2.139
1.245	0.862	2.345	2.107
1.294	0.782	2.210	2.149
1.368	0.788	2.189	2.130
1.291	0.854	2.317	2.126
1.264	0.819	2.306	2.151
1.366	0.804	2.300	2.132
1.295	0.854	2.332	2.118
1.247	0.785	2.346	2.157
1.308	0.788	2.229	2.151
1.301	0.833	2.345	2.110
1.252	0.850	2.333	2.151
1.305	0.755	2.219	2.151
1.343	0.825	2.351	2.168
1.294	0.834	2.353	2.142
1.305	0.765	2.217	2.158
1.326	0.818	2.333	2.116
1.240	0.828	2.310	2.140
1.314	0.747	2.213	2.136
1.346	0.831	2.210	2.140
1.289	0.837	2.358	2.126
1.314	0.765	2.210	2.171
1.355	0.795	2.164	2.165
1.294	0.856	2.350	2.102
1.307	0.758	2.325	2.155
1.354	0.774	2.190	2.133
1.302	0.869	2.338	2.139
1.249	0.809	2.332	2.151
1.372	0.785	2.218	2.123
1.282	0.854	2.308	2.126
1.249	0.809	2.371	2.142
1.310	0.760	2.377	2.151
1.298	0.841	2.332	2.112
1.243	0.806	2.353	2.129
1.307	0.758	2.217	2.165
1.305	0.837	2.242	2.093
1.242	0.818	2.411	2.145
1.314	0.758	2.230	2.166
1.355	0.831	2.309	2.171
1.291	0.856	2.318	2.114
1.301	0.763	2.207	2.179
1.366	0.791	2.173	2.101
1.265	0.856	2.336	2.101
1.291	0.782	2.239	2.159
1.368	0.761	2.202	2.127
1.296	0.856	2.329	2.126
1.256	0.800	2.374	2.149
1.362	0.769	2.254	2.151
1.302	0.846	2.345	2.112
1.239	0.812	2.371	2.145
1.308	0.750	2.222	2.168
1.307	0.853	2.338	2.112
1.265	0.825	2.372	2.155
1.300	0.777	2.219	2.158
1.299	0.850	2.332	2.171
1.255	0.815	2.372	2.142
1.307	0.750	2.353	2.120
1.320	0.818	2.255	2.118
1.289	0.843	2.342	2.140
1.307	0.777	2.210	2.155
1.349	0.795	2.242	2.129
1.265	0.837	2.336	2.126
1.294	0.765	2.239	2.171
1.341	0.779	2.209	2.149
1.297	0.849	2.319	2.112
1.237	0.780	2.350	2.138
1.367	0.769	2.217	2.120
1.295	0.930	2.334	2.112
1.239	0.795	2.372	2.136
1.324	0.785	2.219	2.151
1.297	0.850	2.345	2.112
1.262	0.812	2.372	2.171
1.337	0.749	2.217	2.151
1.318	0.850	2.281	2.119
1.255	0.812	2.318	2.151
1.307	0.754	2.226	2.168
1.284	0.834	2.267	2.129
1.259	0.806	2.346	2.140
1.317	0.757	2.211	2.168
1.346	0.821	2.255	2.159
1.296	0.854	2.318	2.114
1.307	0.772	2.329	2.145
1.346	0.808	2.186	2.122
1.289	0.862	2.318	2.114
1.289	0.795	2.325	2.148
1.355	0.797	2.222	2.126
1.297	0.859	2.338	2.110
1.278	0.795	2.260	2.144
1.347	0.775	2.192	2.149
1.317	0.850	2.345	2.112
1.245	0.799	2.374	2.168
1.321	0.756	2.217	2.139
1.295	0.815	2.357	2.112
1.239	0.819	2.358	2.140
1.303	0.763	2.222	2.151
1.288	0.837	2.321	2.118
1.246	0.818	2.346	2.129
1.306	0.759	2.236	2.142
1.333	0.831	2.256	2.136
1.242	0.825	2.358	2.145
1.307	0.772	2.210	2.153
1.339	0.784	2.197	2.090
1.278	0.849	2.318	2.126
1.314	0.762	2.215	2.155
1.368	0.788	2.190	2.138
1.281	0.837	2.317	2.129
1.256	0.799	2.331	2.114
1.359	0.785	2.217	2.127
1.310	0.854	2.338	2.110
1.276	0.806	2.358	2.151
1.366	0.775	2.196	2.117
1.301	0.844	2.358	2.120
1.304	0.782	2.358	2.142
1.308	0.758	2.217	2.156
1.295	0.850	2.322	2.112
1.291	0.789	2.308	2.113
1.298	0.750	2.224	2.158
1.293	0.834	2.272	2.113
1.278	0.800	2.349	2.129
1.313	0.754	2.217	2.152
1.326	0.831	2.217	2.129
