# Ch1	Ch2	Ch3	Ch4
1.266	0.772	2.319	2.149
1.368	0.735	2.229	2.130
1.301	0.841	2.361	2.107
1.252	0.782	2.373	2.166
1.334	0.773	2.203	2.126
1.295	0.851	2.331	2.118
1.243	0.812	2.358	2.122
1.311	0.761	2.222	2.149
1.307	0.812	2.226	2.177
1.291	0.806	2.366	2.145
1.303	0.747	2.219	2.158
1.293	0.798	2.321	2.109
1.249	0.808	2.318	2.142
1.306	0.747	2.215	2.177
1.326	0.834	2.267	2.122
1.275	0.841	2.319	2.133
1.314	0.779	2.210	2.158
1.357	0.831	2.204	2.129
1.296	0.885	2.317	2.129
1.260	0.778	2.239	2.146
1.360	0.815	2.190	2.129
1.268	0.856	2.338	2.114
1.289	0.774	2.213	2.162
1.368	0.797	2.189	2.126
1.295	0.853	2.330	2.126
1.240	0.786	2.371	2.151
1.306	0.773	2.203	2.133
1.285	0.850	2.338	2.119
1.245	0.775	2.374	2.139
1.324	0.762	2.222	2.171
1.287	0.841	2.309	2.118
1.239	0.812	2.378	2.119
1.305	0.755	2.222	2.171
1.346	0.812	2.204	2.158
1.242	0.843	2.339	2.142
1.314	0.754	2.204	2.171
1.320	0.841	2.230	2.119
1.243	0.844	2.318	2.145
1.285	0.759	2.210	2.166
1.326	0.798	2.217	2.122
1.289	0.818	2.317	2.126
1.276	0.772	2.273	2.155
1.368	0.782	2.190	2.122
1.289	0.853	2.338	2.114
1.294	0.790	2.270	2.151
1.362	0.797	2.201	2.136
1.296	0.856	2.322	2.112
1.291	0.801	2.371	2.149
1.368	0.791	2.203	2.139
1.279	0.862	2.351	2.166
1.221	0.820	2.379	2.125
1.305	0.774	2.222	2.151
1.276	0.833	2.329	2.107
1.262	0.806	2.366	2.119
1.300	0.775	2.203	2.168
1.282	0.825	2.218	2.126
1.262	0.845	2.359	2.122
1.310	0.760	2.211	2.171
1.312	0.851	2.217	2.151
1.278	0.818	2.308	2.140
1.314	0.766	2.210	2.149
1.336	0.825	2.264	2.122
1.259	0.856	2.325	2.109
1.283	0.754	2.226	2.146
1.326	0.798	2.204	2.121
1.285	0.862	2.324	2.126
1.280	0.785	2.210	2.138
1.353	0.802	2.306	2.151
1.282	0.853	2.338	2.102
1.264	0.801	2.226	2.165
1.366	0.775	2.219	2.133
1.295	0.856	2.338	2.107
1.245	0.806	2.358	2.151
1.306	0.754	2.217	2.158
1.320	0.856	2.308	2.171
1.297	0.790	2.355	2.145
1.311	0.750	2.219	2.168
1.313	0.831	2.282	2.112
1.259	0.793	2.318	2.140
1.300	0.739	2.211	2.166
1.307	0.825	2.204	2.118
1.296	0.841	2.346	2.142
1.314	0.752	2.217	2.165
1.343	0.834	2.217	2.169
1.304	0.828	2.318	2.132
1.301	0.779	2.241	2.170
1.346	0.785	2.202	2.090
1.296	0.854	2.338	2.107
1.291	0.783	2.292	2.143
1.366	0.774	2.218	2.126
1.296	0.854	2.332	2.164
1.242	0.831	2.371	2.151
1.367	0.779	2.372	2.142
1.304	0.854	2.332	2.112
1.243	0.806	2.365	2.132
1.334	0.752	2.219	2.133
1.282	0.846	2.342	2.110
1.232	0.805	2.339	2.145
1.311	0.750	2.204	2.171
1.282	0.889	2.322	2.166
1.256	0.820	2.368	2.129
1.314	0.750	2.204	2.166
1.319	0.838	2.282	2.120
1.252	0.825	2.331	2.126
1.310	0.788	2.210	2.149
1.359	0.804	2.282	2.121
1.272	0.872	2.331	2.142
1.320	0.755	2.239	2.165
1.346	0.802	2.202	2.155
1.301	0.853	2.329	2.110
1.323	0.779	2.280	2.188
1.368	0.794	2.219	2.121
1.298	0.869	2.338	2.112
1.239	0.779	2.272	2.162
1.368	0.791	2.226	2.136
1.304	0.840	2.332	2.123
1.235	0.799	2.366	2.145
1.366	0.766	2.375	2.149
1.285	0.850	2.338	2.119
1.276	0.812	2.313	2.145
1.308	0.756	2.224	2.151
1.336	0.832	2.322	2.119
1.242	0.818	2.365	2.142
1.317	0.755	2.210	2.104
1.326	0.828	2.313	2.158
1.262	0.834	2.318	2.114
1.307	0.763	2.210	2.177
1.343	0.828	2.223	2.127
1.291	0.836	2.349	2.107
1.314	0.779	2.213	2.158
1.343	0.797	2.236	2.126
1.289	0.843	2.338	2.110
1.294	0.776	2.280	2.138
1.367	0.785	2.265	2.157
1.301	0.853	2.345	2.112
1.239	0.776	2.358	2.143
1.367	0.788	2.216	2.133
1.285	0.843	2.351	2.112
1.280	0.788	2.371	2.145
1.353	0.783	2.229	2.151
1.283	0.856	2.345	2.151
1.271	0.812	2.366	2.167
1.330	0.753	2.358	2.145
1.288	0.828	2.242	2.112
1.256	0.818	2.346	2.118
1.317	0.761	2.210	2.171
1.300	0.804	2.309	2.168
1.278	0.831	2.342	2.142
1.310	0.765	2.215	2.133
1.326	0.798	2.230	2.168
1.267	0.858	2.318	2.106
1.291	0.757	2.338	2.132
1.365	0.788	2.188	2.121
1.310	0.846	2.318	2.120
1.307	0.775	2.213	2.155
1.372	0.782	2.209	2.118
1.302	0.856	2.338	2.110
1.297	0.788	2.346	2.151
1.362	0.790	2.230	2.151
1.285	0.856	2.338	2.104
1.294	0.800	2.364	2.151
1.305	0.767	2.222	2.139
1.292	0.850	2.338	2.113
1.239	0.756	2.371	2.142
1.310	0.749	2.210	2.158
1.282	0.843	2.322	2.165
1.249	0.808	2.346	2.145
1.304	0.754	2.336	2.145
1.341	0.838	2.263	2.127
1.252	0.828	2.358	2.140
1.310	0.755	2.217	2.156
1.343	0.825	2.255	2.119
1.247	0.856	2.317	2.145
1.320	0.785	2.204	2.149
1.355	0.795	2.242	2.171
1.268	0.859	2.318	2.110
1.307	0.754	2.338	2.126
1.372	0.828	2.189	2.120
1.297	0.856	2.338	2.110
1.297	0.795	2.379	2.143
1.368	0.772	2.202	2.133
1.285	0.856	2.345	2.125
1.282	0.795	2.371	2.165
1.367	0.764	2.217	2.145
1.296	0.856	2.300	2.114
1.240	0.788	2.377	2.145
1.321	0.750	2.224	2.168
1.313	0.853	2.338	2.129
1.259	0.801	2.372	2.129
1.310	0.750	2.204	2.166
1.314	0.862	2.282	2.119
1.242	0.818	2.333	2.142
1.297	0.750	2.339	2.132
1.365	0.841	2.242	2.126
1.302	0.852	2.339	2.101
1.307	0.782	2.210	2.165
1.367	0.791	2.189	2.114
1.272	0.853	2.317	2.126
1.317	0.752	2.292	2.149
1.359	0.779	2.184	2.149
1.289	0.849	2.335	2.107
1.289	0.795	2.350	2.110
1.373	0.785	2.188	2.131
1.302	0.856	2.345	2.107
1.245	0.791	2.371	2.165
1.343	0.761	2.219	2.177
1.279	0.837	2.322	2.112
1.243	0.788	2.363	2.157
1.314	0.762	2.226	2.110
1.301	0.845	2.301	2.106
1.234	0.803	2.346	2.145
1.310	0.750	2.217	2.165
1.285	0.837	2.321	2.126
1.249	0.818	2.352	2.145
1.310	0.757	2.217	2.152
1.333	0.807	2.296	2.139
1.302	0.818	2.358	2.129
1.307	0.769	2.241	2.130
1.362	0.834	2.210	2.110
1.285	0.856	2.323	2.112
1.302	0.774	2.210	2.166
1.368	0.805	2.188	2.114
1.296	0.854	2.338	2.114
1.289	0.770	2.300	2.155
1.367	0.774	2.217	2.151
1.302	0.837	2.351	2.112
1.250	0.808	2.335	2.112
1.366	0.753	2.232	2.136
1.302	0.841	2.325	2.119
1.289	0.818	2.359	2.151
1.305	0.764	2.224	2.151
1.282	0.834	2.321	2.119
1.282	0.800	2.359	2.145
1.303	0.766	2.230	2.118
1.320	0.798	2.309	2.106
1.239	0.819	2.318	2.153
1.307	0.754	2.212	2.166
1.368	0.850	2.294	2.119
1.243	0.825	2.339	2.120
1.317	0.763	2.224	2.155
1.333	0.798	2.190	2.126
1.297	0.851	2.318	2.114
1.291	0.779	2.272	2.129
1.355	0.798	2.202	2.120
1.302	0.856	2.332	2.107
1.249	0.779	2.332	2.139
1.318	0.791	2.176	2.143
1.284	0.859	2.332	2.109
1.216	0.792	2.358	2.157
1.308	0.730	2.203	2.151
1.285	0.851	2.338	2.113
1.239	0.808	2.309	2.112
1.319	0.769	2.219	2.151
1.300	0.840	2.322	2.119
1.239	0.805	2.346	2.145
1.310	0.750	2.204	2.168
1.287	0.834	2.321	2.112
1.242	0.809	2.317	2.126
1.355	0.747	2.214	2.129
1.362	0.815	2.322	2.119
1.268	0.811	2.318	2.110
1.317	0.775	2.210	2.158
1.341	0.791	2.190	2.129
1.256	0.826	2.332	2.116
1.250	0.766	2.241	2.158
1.367	0.785	2.203	2.133
1.301	0.864	2.351	2.114
1.307	0.766	2.259	2.110
1.347	0.782	2.203	2.102
1.282	0.870	2.338	2.086
1.319	0.782	2.365	2.138
1.308	0.769	2.203	2.139
1.296	0.854	2.338	2.125
1.256	0.812	2.371	2.151
1.330	0.752	2.217	2.158
1.285	0.853	2.322	2.119
1.237	0.818	2.335	2.126
1.313	0.765	2.210	2.168
1.355	0.858	2.255	2.118
1.256	0.812	2.346	2.114
1.306	0.741	2.215	2.168
1.343	0.808	2.296	2.118
1.278	0.812	2.333	2.139
1.314	0.758	2.280	2.126
1.359	0.810	2.213	2.114
1.268	0.856	2.329	2.126
1.314	0.774	2.306	2.151
1.333	0.761	2.197	2.133
1.289	0.856	2.332	2.126
1.277	0.800	2.345	2.165
1.298	0.753	2.219	2.126
1.301	0.856	2.345	2.110
1.302	0.801	2.372	2.112
1.370	0.774	2.222	2.157
1.285	0.825	2.334	2.119
1.317	0.806	2.358	2.145
1.313	0.759	2.226	2.177
1.301	0.831	2.255	2.119
1.237	0.812	2.342	2.127
1.310	0.762	2.219	2.140
1.298	0.841	2.242	2.119
1.262	0.842	2.281	2.125
1.320	0.760	2.211	2.179
1.346	0.828	2.309	2.119
1.297	0.849	2.352	2.145
1.316	0.777	2.252	2.168
1.366	0.798	2.197	2.120
1.291	0.852	2.342	2.114
1.264	0.779	2.255	2.110
1.352	0.785	2.202	2.139
1.297	0.853	2.203	2.126
1.250	0.795	2.239	2.157
1.344	0.779	2.218	2.120
1.293	0.851	2.345	2.109
1.249	0.793	2.371	2.138
1.367	0.791	2.219	2.139
1.301	0.832	2.345	2.113
1.243	0.812	2.366	2.119
1.305	0.760	2.217	2.151
1.326	0.838	2.267	2.129
1.234	0.806	2.346	2.142
1.306	0.754	2.213	2.168
1.314	0.815	2.332	2.112
1.249	0.812	2.349	2.145
1.306	0.785	2.211	2.153
1.352	0.821	2.325	2.122
1.265	0.837	2.317	2.126
1.310	0.756	2.210	2.152
1.359	0.794	2.197	2.126
1.289	0.856	2.329	2.119
1.270	0.755	2.228	2.153
1.346	0.807	2.218	2.120
1.297	0.848	2.325	2.126
1.258	0.779	2.325	2.113
1.367	0.779	2.203	2.126
1.286	0.851	2.226	2.126
1.240	0.806	2.358	2.158
1.327	0.747	2.219	2.151
1.288	0.856	2.325	2.112
1.245	0.818	2.358	2.145
1.301	0.757	2.219	2.151
1.313	0.831	2.338	2.118
1.239	0.821	2.358	2.145
1.313	0.762	2.224	2.133
1.307	0.859	2.223	2.126
1.246	0.814	2.317	2.142
1.307	0.757	2.210	2.166
1.285	0.818	2.204	2.145
1.275	0.836	2.318	2.126
1.310	0.771	2.210	2.149
1.320	0.837	2.203	2.133
1.289	0.849	2.329	2.135
1.263	0.777	2.210	2.159
1.352	0.775	2.203	2.120
1.301	0.854	2.351	2.107
1.302	0.774	2.280	2.157
1.354	0.771	2.217	2.121
1.297	0.859	2.319	2.110
1.239	0.800	2.372	2.112
1.373	0.787	2.203	2.126
1.283	0.856	2.232	2.151
1.276	0.793	2.354	2.151
1.347	0.758	2.226	2.171
1.326	0.825	2.282	2.113
1.242	0.818	2.358	2.155
1.317	0.750	2.210	2.171
1.320	0.841	2.295	2.142
1.239	0.825	2.319	2.119
1.323	0.728	2.210	2.171
1.333	0.825	2.220	2.129
1.289	0.837	2.319	2.127
1.314	0.750	2.210	2.168
1.368	0.828	2.203	2.129
1.296	0.837	2.341	2.129
1.282	0.775	2.214	2.152
1.349	0.785	2.203	2.120
1.301	0.849	2.334	2.107
1.266	0.777	2.332	2.149
1.343	0.788	2.203	2.126
1.289	0.850	2.335	2.110
1.289	0.782	2.374	2.139
1.340	0.773	2.219	2.139
1.301	0.856	2.345	2.118
1.239	0.795	2.372	2.107
1.334	0.731	2.217	2.151
1.294	0.829	2.222	2.151
1.240	0.831	2.372	2.145
1.294	0.741	2.210	2.151
1.319	0.829	2.321	2.123
1.243	0.836	2.318	2.145
1.310	0.746	2.204	2.168
1.317	0.847	2.281	2.119
1.268	0.849	2.336	2.116
1.307	0.771	2.204	2.165
1.367	0.804	2.228	2.162
1.315	0.854	2.329	2.114
1.276	0.770	2.213	2.136
1.346	0.801	2.203	2.120
1.289	0.856	2.338	2.126
1.276	0.788	2.372	2.119
1.370	0.798	2.229	2.139
1.296	0.851	2.322	2.133
1.239	0.806	2.372	2.145
1.353	0.774	2.203	2.157
1.295	0.863	2.308	2.106
1.253	0.805	2.372	2.145
1.347	0.757	2.222	2.155
1.310	0.834	2.309	2.112
1.277	0.812	2.358	2.118
1.313	0.750	2.224	2.151
1.300	0.828	2.204	2.166
1.248	0.808	2.317	2.126
1.321	0.746	2.219	2.159
1.307	0.821	2.255	2.119
1.268	0.849	2.333	2.126
1.304	0.770	2.210	2.156
1.336	0.808	2.215	2.122
1.275	0.849	2.319	2.129
1.304	0.787	2.226	2.149
1.320	0.807	2.313	2.149
1.281	0.862	2.345	2.126
1.301	0.801	2.252	2.151
1.372	0.798	2.217	2.126
1.302	0.856	2.338	2.107
1.242	0.795	2.374	2.151
1.357	0.760	2.219	2.136
1.285	0.854	2.345	2.133
1.278	0.795	2.351	2.165
1.337	0.779	2.232	2.170
1.311	0.853	2.295	2.114
1.285	0.812	2.365	2.145
1.277	0.775	2.217	2.158
1.287	0.802	2.322	2.119
1.242	0.805	2.372	2.125
1.320	0.749	2.210	2.184
1.301	0.838	2.210	2.177
1.275	0.812	2.339	2.140
1.314	0.755	2.226	2.152
1.338	0.812	2.204	2.114
1.262	0.833	2.338	2.107
1.294	0.759	2.213	2.166
1.352	0.795	2.203	2.120
1.291	0.856	2.344	2.127
1.276	0.782	2.271	2.151
1.357	0.804	2.374	2.162
1.295	0.856	2.338	2.106
1.304	0.787	2.364	2.151
1.298	0.775	2.227	2.120
1.292	0.841	2.321	2.112
1.239	0.808	2.379	2.151
1.321	0.750	2.219	2.168
1.285	0.837	2.325	2.149
1.303	0.818	2.352	2.145
1.347	0.775	2.203	2.145
1.314	0.841	2.322	2.151
1.249	0.787	2.349	2.142
1.311	0.744	2.211	2.153
1.272	0.845	2.262	2.119
1.285	0.831	2.317	2.142
1.300	0.754	2.210	2.155
1.346	0.821	2.255	2.171
1.304	0.854	2.329	2.114
1.317	0.776	2.216	2.117
1.359	0.775	2.189	2.120
1.289	0.859	2.345	2.104
1.302	0.782	2.300	2.148
1.368	0.785	2.190	2.121
1.282	0.862	2.319	2.120
1.240	0.795	2.372	2.149
1.355	0.785	2.351	2.149
1.304	0.852	2.325	2.085
1.232	0.812	2.358	2.153
1.313	0.756	2.203	2.168
1.291	0.850	2.282	2.112
1.232	0.831	2.358	2.145
1.297	0.750	2.223	2.151
1.359	0.856	2.338	2.151
1.239	0.815	2.333	2.135
1.293	0.750	2.242	2.151
1.326	0.841	2.321	2.126
1.252	0.821	2.346	2.129
1.304	0.790	2.226	2.179
1.341	0.815	2.215	2.122
1.291	0.824	2.349	2.142
1.317	0.765	2.204	2.153
1.311	0.837	2.202	2.169
1.297	0.843	2.338	2.114
1.276	0.766	2.332	2.155
1.359	0.804	2.190	2.133
1.283	0.856	2.338	2.107
1.252	0.775	2.372	2.164
1.372	0.775	2.238	2.120
1.301	0.845	2.338	2.145
1.269	0.809	2.371	2.151
1.353	0.747	2.375	2.142
1.295	0.837	2.338	2.112
1.256	0.788	2.372	2.151
1.355	0.712	2.217	2.171
1.314	0.795	2.285	2.119
1.235	0.825	2.329	2.142
1.306	0.758	2.224	2.155
1.323	0.841	2.308	2.143
1.278	0.841	2.371	2.140
1.314	0.771	2.197	2.152
1.349	0.778	2.255	2.120
1.291	0.837	2.336	2.114
1.307	0.788	2.254	2.165
1.366	0.837	2.189	2.139
1.289	0.852	2.332	2.126
1.276	0.775	2.278	2.149
1.354	0.785	2.184	2.155
1.304	0.856	2.357	2.114
1.207	0.795	2.397	2.145
1.343	0.785	2.202	2.126
1.276	0.856	2.309	2.112
1.252	0.808	2.272	2.151
1.372	0.782	2.219	2.136
1.279	0.840	2.338	2.151
1.247	0.812	2.366	2.145
1.300	0.726	2.372	2.142
1.292	0.825	2.321	2.112
1.242	0.818	2.362	2.128
1.324	0.755	2.210	2.171
1.326	0.841	2.220	2.119
1.242	0.818	2.317	2.114
1.304	0.758	2.216	2.143
1.323	0.785	2.255	2.168
1.291	0.856	2.349	2.114
1.317	0.757	2.209	2.155
1.352	0.779	2.249	2.114
1.291	0.856	2.344	2.114
1.310	0.768	2.239	2.159
1.333	0.788	2.196	2.126
1.268	0.853	2.321	2.107
1.264	0.775	2.361	2.138
1.368	0.798	2.243	2.159
1.297	0.856	2.345	2.112
1.243	0.814	2.371	2.132
1.334	0.779	2.219	2.151
1.282	0.853	2.335	2.126
1.239	0.800	2.374	2.132
1.317	0.785	2.217	2.165
1.301	0.844	2.295	2.171
1.235	0.805	2.359	2.142
1.301	0.750	2.230	2.116
1.288	0.831	2.223	2.126
1.245	0.854	2.362	2.145
1.319	0.755	2.210	2.139
1.368	0.821	2.281	2.116
1.289	0.862	2.317	2.107
1.314	0.772	2.210	2.155
1.349	0.797	2.184	2.153
1.294	0.854	2.317	2.115
1.302	0.777	2.332	2.081
1.372	0.797	2.203	2.064
1.291	0.854	2.318	2.115
1.276	0.779	2.303	2.175
1.359	0.782	2.222	2.133
1.291	0.911	2.338	2.073
1.252	0.788	2.354	2.151
1.354	0.766	2.217	2.139
1.303	0.854	2.320	2.104
1.240	0.818	2.362	2.151
1.305	0.760	2.203	2.136
1.287	0.834	2.242	2.112
1.243	0.800	2.346	2.151
1.340	0.754	2.210	2.171
1.282	0.837	2.301	2.119
1.289	0.812	2.372	2.151
1.294	0.760	2.204	2.132
1.307	0.808	2.262	2.120
1.302	0.818	2.339	2.107
1.307	0.750	2.210	2.171
1.368	0.785	2.202	2.126
1.291	0.834	2.318	2.126
1.276	0.801	2.236	2.162
1.359	0.779	2.189	2.155
1.304	0.854	2.342	2.110
1.276	0.803	2.338	2.126
1.340	0.766	2.189	2.151
1.283	0.847	2.338	2.112
1.277	0.812	2.372	2.147
1.305	0.774	2.203	2.120
1.282	0.882	2.342	2.113
1.248	0.805	2.366	2.151
1.300	0.750	2.217	2.151
1.289	0.840	2.296	2.126
1.264	0.780	2.317	2.145
1.300	0.754	2.226	2.158
1.289	0.834	2.307	2.119
1.243	0.812	2.359	2.139
1.310	0.769	2.197	2.166
1.314	0.825	2.308	2.116
1.239	0.828	2.349	2.139
1.304	0.770	2.215	2.127
1.372	0.788	2.204	2.126
1.304	0.854	2.318	2.126
1.280	0.770	2.226	2.165
1.366	0.779	2.212	2.116
1.289	0.853	2.318	2.114
1.252	0.777	2.287	2.149
1.368	0.791	2.190	2.151
1.289	0.841	2.321	2.101
1.243	0.788	2.334	2.113
1.353	0.779	2.203	2.126
1.295	0.856	2.308	2.099
1.235	0.806	2.324	2.151
1.314	0.775	2.219	2.168
1.293	0.853	2.329	2.119
1.245	0.795	2.371	2.151
1.300	0.760	2.210	2.151
1.295	0.854	2.335	2.112
1.243	0.806	2.378	2.132
1.310	0.744	2.224	2.139
1.310	0.850	2.261	2.119
1.265	0.808	2.319	2.114
1.310	0.757	2.210	2.165
1.301	0.831	2.197	2.125
1.272	0.853	2.339	2.142
1.307	0.750	2.274	2.132
1.346	0.775	2.202	2.126
1.291	0.852	2.345	2.101
1.285	0.766	2.372	2.152
1.366	0.804	2.213	2.126
1.296	0.853	2.334	2.110
1.239	0.804	2.372	2.145
1.337	0.775	2.202	2.155
1.295	0.856	2.325	2.112
1.258	0.801	2.285	2.113
1.311	0.762	2.209	2.151
1.287	0.850	2.255	2.118
1.243	0.812	2.379	2.142
1.300	0.782	2.219	2.177
1.307	0.825	2.284	2.119
1.268	0.812	2.358	2.145
1.314	0.754	2.222	2.165
1.287	0.818	2.271	2.126
1.289	0.834	2.318	2.142
1.307	0.765	2.214	2.165
1.359	0.818	2.178	2.126
1.278	0.821	2.339	2.140
1.310	0.769	2.223	2.162
1.346	0.782	2.223	2.126
1.297	0.869	2.319	2.110
1.276	0.779	2.364	2.110
1.367	0.743	2.197	2.133
1.287	0.841	2.338	2.112
1.240	0.785	2.351	2.162
1.308	0.769	2.226	2.136
1.283	0.862	2.345	2.110
1.256	0.800	2.372	2.145
1.305	0.777	2.217	2.151
1.326	0.825	2.338	2.112
1.237	0.791	2.204	2.126
1.311	0.748	2.203	2.171
1.285	0.906	2.281	2.126
1.247	0.805	2.346	2.140
1.343	0.755	2.213	2.171
1.320	0.850	2.215	2.106
1.275	0.828	2.319	2.116
1.314	0.733	2.210	2.129
1.359	0.818	2.266	2.118
1.265	0.834	2.197	2.121
1.320	0.775	2.216	2.153
1.343	0.788	2.189	2.126
1.285	0.856	2.345	2.088
1.314	0.795	2.213	2.143
1.347	0.795	2.217	2.126
1.296	0.856	2.351	2.089
1.243	0.804	2.374	2.112
1.370	0.785	2.203	2.138
1.289	0.820	2.325	2.112
1.269	0.801	2.359	2.132
1.340	0.774	2.218	2.112
1.282	0.863	2.338	2.119
1.239	0.803	2.351	2.138
1.307	0.758	2.211	2.168
1.287	0.850	2.325	2.113
1.235	0.821	2.281	2.125
1.317	0.750	2.210	2.171
1.314	0.831	2.265	2.113
1.219	0.828	2.339	2.142
1.317	0.763	2.255	2.166
1.320	0.798	2.250	2.114
1.249	0.854	2.336	2.145
1.307	0.774	2.226	2.108
1.367	0.804	2.190	2.120
1.289	0.856	2.213	2.133
1.317	0.765	2.374	2.138
1.343	0.788	2.189	2.114
1.301	0.850	2.332	2.109
1.239	0.812	2.364	2.151
1.370	0.791	2.203	2.133
1.289	0.825	2.338	2.112
1.252	0.808	2.377	2.112
1.306	0.762	2.217	2.139
1.289	0.850	2.335	2.112
1.249	0.793	2.371	2.145
1.317	0.737	2.219	2.139
1.320	0.828	2.295	2.100
1.262	0.812	2.349	2.114
1.303	0.757	2.217	2.171
1.333	0.818	2.338	2.112
1.249	0.818	2.325	2.129
1.320	0.755	2.210	2.155
1.314	0.797	2.233	2.139
1.281	0.856	2.339	2.158
1.314	0.771	2.226	2.155
1.352	0.798	2.210	2.121
1.302	0.862	2.319	2.117
1.291	0.779	2.214	2.115
1.355	0.797	2.189	2.114
1.296	0.845	2.201	2.111
1.243	0.775	2.372	2.151
1.354	0.791	2.222	2.123
1.290	0.843	2.338	2.110
1.206	0.818	2.372	2.145
1.311	0.787	2.204	2.151
1.295	0.845	2.332	2.118
1.232	0.807	2.358	2.113
1.313	0.751	2.226	2.166
1.288	0.832	2.329	2.106
1.239	0.821	2.346	2.127
1.307	0.754	2.224	2.167
1.314	0.856	2.308	2.116
1.239	0.786	2.292	2.114
1.310	0.759	2.204	2.166
1.352	0.802	2.230	2.115
1.278	0.842	2.317	2.139
1.320	0.762	2.226	2.166
1.368	0.791	2.190	2.126
1.289	0.843	2.352	2.126
1.304	0.765	2.252	2.152
1.367	0.788	2.221	2.111
1.297	0.854	2.338	2.106
1.289	0.795	2.293	2.110
1.367	0.779	2.203	2.130
1.301	0.854	2.222	2.149
1.269	0.806	2.342	2.145
1.334	0.755	2.219	2.139
1.295	0.844	2.325	2.112
1.252	0.806	2.365	2.142
1.321	0.760	2.211	2.145
1.282	0.841	2.372	2.116
1.240	0.766	2.352	2.112
1.303	0.752	2.180	2.166
1.362	0.797	2.214	2.166
1.302	0.818	2.358	2.140
1.317	0.758	2.207	2.168
1.333	0.794	2.190	2.119
1.315	0.855	2.265	2.107
1.317	0.769	2.239	2.168
1.358	0.804	2.197	2.126
1.252	0.856	2.338	2.126
1.307	0.750	2.306	2.155
1.327	0.775	2.190	2.120
1.301	0.861	2.329	2.112
1.269	0.788	2.371	2.151
1.360	0.773	2.221	2.126
1.291	0.856	2.345	2.106
1.248	0.805	2.359	2.118
1.305	0.761	2.190	2.139
1.300	0.866	2.222	2.130
1.247	0.815	2.372	2.145
1.354	0.755	2.219	2.168
1.320	0.837	2.308	2.116
1.232	0.806	2.329	2.142
1.307	0.737	2.217	2.168
1.359	0.818	2.281	2.106
1.256	0.812	2.319	2.133
1.315	0.763	2.224	2.158
1.343	0.802	2.188	2.119
1.281	0.843	2.336	2.142
1.307	0.758	2.228	2.165
1.346	0.807	2.184	2.130
1.281	0.843	2.317	2.114
1.307	0.778	2.236	2.166
1.368	0.775	2.222	2.120
1.291	0.853	2.338	2.136
1.248	0.801	2.351	2.125
1.372	0.782	2.224	2.101
1.326	0.856	2.318	2.110
1.252	0.800	2.346	2.151
1.367	0.773	2.217	2.158
1.287	0.854	2.307	2.112
1.247	0.793	2.317	2.119
1.288	0.766	2.224	2.167
1.287	0.838	2.222	2.168
1.243	0.812	2.346	2.134
1.329	0.762	2.204	2.171
1.307	0.815	2.301	2.100
1.268	0.837	2.365	2.145
1.307	0.746	2.224	2.169
1.359	0.830	2.255	2.119
1.243	0.849	2.357	2.132
1.314	0.777	2.210	2.181
1.323	0.815	2.241	2.149
1.261	0.856	2.332	2.107
1.316	0.769	2.348	2.149
1.367	0.775	2.221	2.146
1.297	0.819	2.325	2.112
1.239	0.791	2.372	2.149
1.366	0.771	2.219	2.126
1.296	0.827	2.332	2.149
1.239	0.793	2.373	2.151
1.321	0.766	2.203	2.158
1.297	0.838	2.342	2.118
1.258	0.795	2.358	2.145
1.307	0.777	2.217	2.166
1.306	0.831	2.281	2.118
1.239	0.821	2.339	2.151
1.300	0.764	2.219	2.168
1.307	0.841	2.205	2.169
1.242	0.837	2.336	2.126
1.307	0.754	2.191	2.181
1.341	0.825	2.231	2.126
1.259	0.826	2.318	2.126
1.314	0.775	2.230	2.166
1.368	0.834	2.222	2.114
1.262	0.856	2.342	2.126
1.320	0.773	2.286	2.152
1.366	0.785	2.252	2.149
1.302	0.859	2.351	2.114
1.304	0.812	2.292	2.149
1.366	0.785	2.217	2.133
1.289	0.856	2.348	2.112
1.245	0.805	2.358	2.142
1.334	0.759	2.210	2.123
1.295	0.849	2.325	2.151
1.242	0.804	2.366	2.151
1.338	0.754	2.217	2.171
1.285	0.849	2.309	2.106
1.253	0.812	2.358	2.145
1.301	0.754	2.198	2.165
1.306	0.818	2.282	2.119
1.243	0.828	2.329	2.151
1.317	0.755	2.197	2.191
1.320	0.837	2.230	2.171
1.289	0.849	2.332	2.129
1.294	0.759	2.249	2.152
1.333	0.766	2.210	2.126
1.281	0.869	2.338	2.110
1.276	0.866	2.332	2.152
1.362	0.788	2.189	2.116
1.291	0.846	2.338	2.126
1.283	0.801	2.332	2.144
1.366	0.761	2.313	2.151
1.304	0.852	2.351	2.094
1.246	0.804	2.372	2.158
1.359	0.755	2.217	2.177
1.343	0.850	2.321	2.106
1.242	0.793	2.371	2.106
1.305	0.760	2.235	2.168
1.295	0.835	2.303	2.151
1.260	0.789	2.363	2.145
1.314	0.773	2.237	2.167
1.300	0.832	2.329	2.106
1.249	0.831	2.329	2.126
1.306	0.758	2.210	2.177
1.366	0.828	2.210	2.122
1.246	0.853	2.319	2.139
1.310	0.775	2.255	2.159
1.349	0.796	2.202	2.156
1.275	0.849	2.318	2.129
1.291	0.765	2.332	2.159
1.367	0.791	2.209	2.139
1.295	0.854	2.345	2.093
1.294	0.800	2.213	2.149
1.367	0.762	2.202	2.121
1.297	0.858	2.351	2.139
1.256	0.799	2.332	2.136
1.306	0.775	2.397	2.151
1.295	0.844	2.325	2.099
