# Ch1	Ch2		Ch3		Ch4
1.204	0.767	2.383	1.953
1.281	0.810	2.265	2.009
1.262	0.830	2.210	1.961
1.233	0.887	2.382	1.972
1.233	0.785	2.332	2.014
1.307	0.836	2.213	1.991
1.214	0.886	2.368	1.931
1.265	0.795	2.284	1.943
1.268	0.833	2.216	2.001
1.263	0.873	2.209	1.974
1.214	0.808	2.357	2.007
1.314	0.811	2.207	1.966
1.207	0.920	2.422	1.954
1.236	0.765	2.280	2.023
1.275	0.817	2.210	1.992
1.251	0.888	2.371	1.946
1.230	0.817	2.286	1.944
1.293	0.824	2.202	1.985
1.227	0.888	2.377	1.919
1.246	0.808	2.239	2.008
1.317	0.816	2.202	1.981
1.236	0.901	2.383	1.927
1.243	0.804	2.358	2.007
1.301	0.788	2.230	1.973
1.281	0.898	2.344	1.931
1.206	0.830	2.427	1.940
1.318	0.827	2.196	1.998
1.227	0.898	2.361	1.933
1.205	0.811	2.409	1.997
1.296	0.823	2.203	1.991
1.253	0.901	2.372	1.945
1.169	0.814	2.396	2.035
1.295	0.817	2.220	1.997
1.227	0.891	2.361	1.931
1.201	0.814	2.334	1.958
1.253	0.808	2.229	2.042
1.256	0.889	2.321	1.940
1.182	0.820	2.432	2.002
1.248	0.808	2.235	2.023
1.214	0.896	2.308	1.954
1.249	0.811	2.346	2.002
1.234	0.811	2.251	2.007
1.233	0.863	2.354	1.944
1.172	0.835	2.449	2.007
1.289	0.809	2.222	2.048
1.237	0.883	2.271	1.945
1.227	0.838	2.424	1.994
1.269	0.783	2.232	2.041
1.224	0.895	2.301	1.945
1.177	0.850	2.449	1.997
1.245	0.801	2.235	1.987
1.263	0.883	2.361	1.952
1.181	0.863	2.429	2.009
1.268	0.804	2.243	2.042
1.221	0.863	2.436	1.945
1.191	0.830	2.397	2.007
1.234	0.837	2.232	2.047
1.247	0.870	2.288	2.048
1.171	0.857	2.414	2.023
1.260	0.811	2.424	1.965
1.261	0.870	2.263	1.938
1.197	0.870	2.410	1.984
1.269	0.786	2.206	2.040
1.261	0.860	2.309	1.977
1.178	0.833	2.397	1.987
1.260	0.776	2.243	2.062
1.217	0.857	2.348	2.048
1.189	0.857	2.423	1.940
1.217	0.776	2.242	2.009
1.262	0.857	2.288	1.961
1.159	0.854	2.436	1.973
1.255	0.786	2.245	2.048
1.230	0.836	2.236	1.945
1.233	0.850	2.381	1.987
1.232	0.776	2.249	2.048
1.268	0.845	2.242	2.061
1.164	0.870	2.387	1.977
1.247	0.742	2.236	2.042
1.229	0.825	2.372	1.945
1.174	0.873	2.391	1.974
1.252	0.788	2.352	2.000
1.248	0.831	2.294	1.965
1.204	0.854	2.424	1.945
1.243	0.786	2.332	2.048
1.275	0.820	2.236	2.055
1.220	0.899	2.378	1.987
1.265	0.789	2.236	2.023
1.278	0.870	2.197	1.974
1.239	0.852	2.368	1.961
1.222	0.791	2.262	2.027
1.317	0.844	2.213	2.004
1.204	0.892	2.384	1.985
1.268	0.794	2.345	2.014
1.275	0.804	2.259	2.037
1.256	0.880	2.362	1.940
1.239	0.858	2.429	2.024
1.274	0.833	2.220	1.985
1.191	0.882	2.442	1.956
1.265	0.820	2.291	2.023
1.280	0.828	2.202	1.961
1.227	0.895	2.383	1.968
1.223	0.784	2.319	2.049
1.281	0.808	2.210	1.985
1.214	0.895	2.369	1.904
1.253	0.808	2.249	1.996
1.289	0.836	2.223	1.965
1.234	0.862	2.361	1.935
1.233	0.808	2.351	2.029
1.307	0.834	2.229	1.985
1.233	0.901	2.242	1.974
1.236	0.808	2.332	2.023
1.320	0.820	2.230	1.987
1.239	0.907	2.351	1.991
1.239	0.824	2.374	2.003
1.307	0.801	2.204	1.991
1.244	0.895	2.377	1.940
1.179	0.840	2.424	1.931
1.330	0.804	2.227	1.998
1.211	0.893	2.261	2.007
1.272	0.832	2.377	2.023
1.266	0.801	2.203	1.991
1.243	0.864	2.390	1.940
1.185	0.802	2.430	1.996
1.326	0.829	2.222	2.027
1.220	0.928	2.374	1.932
1.256	0.817	2.425	1.912
1.279	0.795	2.344	1.994
1.240	0.904	2.371	1.938
1.166	0.820	2.383	1.994
1.301	0.820	2.235	2.021
1.218	0.891	2.295	1.920
1.205	0.820	2.425	2.052
1.221	0.779	2.224	2.009
1.252	0.887	2.322	1.957
1.153	0.829	2.424	1.965
1.327	0.814	2.209	2.074
1.214	1.007	2.321	1.939
1.235	0.850	2.424	2.009
1.266	0.801	2.250	1.998
1.244	0.880	2.295	1.941
1.163	0.827	2.400	1.997
1.248	0.800	2.222	1.977
1.222	0.864	2.334	1.970
1.181	0.817	2.334	2.058
1.242	0.787	2.219	2.029
1.246	0.860	2.376	1.932
1.159	0.804	2.427	1.961
1.253	0.791	2.246	2.048
1.208	0.889	2.335	1.965
1.195	0.861	2.416	1.996
1.227	0.778	2.243	1.973
1.243	0.849	2.255	1.965
1.181	0.864	2.424	1.997
1.240	0.804	2.245	2.055
1.219	0.880	2.351	1.945
1.185	0.870	2.437	1.996
1.243	0.812	2.238	2.042
1.243	0.880	2.308	2.013
1.184	0.840	2.413	1.987
1.239	0.790	2.243	1.984
1.262	0.870	2.351	1.984
1.174	0.840	2.362	1.990
1.268	0.790	2.243	2.045
1.290	0.870	2.230	1.939
1.190	0.851	2.416	1.987
1.242	0.786	2.236	2.055
1.273	0.844	2.295	2.048
1.178	0.857	2.381	1.989
1.260	0.786	2.375	1.960
1.247	0.876	2.243	1.960
1.220	0.850	2.410	1.936
1.184	0.797	2.249	2.029
1.301	0.844	2.284	1.965
1.201	0.792	2.369	1.940
1.275	0.779	2.235	2.042
1.218	0.844	2.263	1.997
1.223	0.888	2.357	1.989
1.227	0.779	2.255	2.048
1.320	0.842	2.249	1.985
1.188	0.862	2.368	2.004
1.268	0.808	2.252	2.048
1.230	0.836	2.294	1.985
1.251	0.887	2.374	1.959
1.234	0.795	2.265	2.042
1.297	0.829	2.223	2.061
1.201	0.870	2.423	1.952
1.268	0.798	2.242	2.036
1.256	0.829	2.203	1.981
1.254	0.857	2.375	1.923
1.223	0.798	2.358	2.037
1.288	0.828	2.213	1.979
1.218	0.873	2.378	1.985
1.255	0.781	2.262	1.983
1.281	0.824	2.278	2.081
1.251	0.857	2.329	1.998
1.233	0.814	2.275	2.014
1.307	0.804	2.184	1.992
1.194	0.869	2.370	1.960
1.250	0.802	2.224	2.018
1.268	0.815	2.239	1.974
1.204	0.914	2.345	1.991
1.239	0.784	2.318	2.023
1.317	0.817	2.306	2.018
1.218	0.898	2.376	1.952
1.251	0.788	2.318	2.020
1.269	0.831	2.203	1.972
1.230	0.898	2.335	1.941
1.217	0.791	2.332	2.030
1.260	0.800	2.202	2.010
1.231	0.895	2.377	1.998
1.230	0.837	2.373	2.007
1.253	0.817	2.189	2.027
1.230	0.911	2.374	1.943
1.179	0.804	2.449	2.036
1.304	0.796	2.212	1.960
1.244	0.890	2.361	1.944
1.177	0.820	2.424	1.933
1.308	0.820	2.203	1.998
1.239	0.883	2.213	1.978
1.256	0.824	2.432	2.007
1.301	0.823	2.222	2.027
1.235	0.946	2.381	1.940
1.193	0.840	2.358	1.977
1.276	0.814	2.227	2.020
1.233	0.902	2.329	1.931
1.233	0.824	2.416	1.957
1.256	0.795	2.247	2.016
1.236	0.890	2.245	2.004
1.231	0.827	2.437	2.003
1.234	0.799	2.244	2.017
1.244	0.891	2.346	1.971
1.171	0.830	2.424	2.018
1.243	0.796	2.203	2.033
1.252	0.870	2.230	1.952
1.219	0.804	2.424	1.939
1.247	0.808	2.235	2.048
1.230	0.893	2.255	1.954
1.182	0.824	2.417	1.996
1.317	0.804	2.229	2.029
1.225	0.893	2.334	1.964
1.184	0.845	2.423	1.983
1.272	0.786	2.238	2.048
1.224	0.863	2.230	1.931
1.224	0.824	2.424	1.961
1.276	0.780	2.226	2.093
1.233	0.876	2.255	1.945
1.181	0.838	2.427	2.007
1.240	0.800	2.243	2.042
1.227	0.879	2.321	1.944
1.205	0.866	2.410	1.960
1.245	0.768	2.263	2.002
1.243	0.876	2.267	1.934
1.191	0.840	2.259	1.968
1.234	0.786	2.245	2.048
1.221	0.860	2.307	1.974
1.181	0.840	2.430	1.972
1.248	0.760	2.251	2.048
1.247	0.863	2.282	1.985
1.179	0.860	2.424	1.946
1.249	0.788	2.242	1.920
1.246	0.863	2.307	1.968
1.230	0.851	2.370	1.953
1.242	0.781	2.242	2.042
1.294	0.860	2.296	1.931
1.194	0.847	2.369	1.987
1.240	0.779	2.236	2.042
1.256	0.876	2.255	1.961
1.214	0.850	2.410	1.947
1.249	0.797	2.222	1.948
1.243	0.849	2.296	2.048
1.210	0.844	2.370	1.949
1.243	0.770	2.275	2.027
1.249	0.879	2.255	1.977
1.220	0.857	2.391	1.955
1.249	0.776	2.242	2.014
1.294	0.860	2.249	2.033
1.236	0.873	2.397	1.946
1.256	0.779	2.424	1.940
1.289	0.826	2.262	1.965
1.201	0.882	2.413	1.960
1.252	0.817	2.265	2.036
1.317	0.823	2.249	1.985
1.204	0.874	2.369	1.908
1.268	0.804	2.306	2.030
1.296	0.830	2.230	2.023
1.231	0.888	2.368	1.948
1.255	0.798	2.312	2.030
1.275	0.823	2.226	1.985
1.223	0.888	2.368	1.955
1.265	0.784	2.425	2.023
1.260	0.824	2.216	2.009
1.246	0.887	2.368	1.967
1.246	0.787	2.317	2.027
1.240	0.795	2.216	2.017
1.243	0.899	2.370	1.943
1.233	0.794	2.409	2.007
1.291	0.811	2.213	1.998
1.256	0.895	2.371	1.946
1.243	0.817	2.358	2.033
1.281	0.848	2.214	1.998
1.238	0.891	2.377	1.973
1.252	0.820	2.377	2.007
1.269	0.882	2.358	1.952
1.246	0.951	2.407	1.927
1.252	0.785	2.377	2.036
1.317	0.804	2.216	1.991
1.239	0.888	2.390	2.004
1.244	0.798	2.409	2.009
1.304	0.827	2.202	1.998
1.231	0.888	2.376	1.991
1.185	0.817	2.403	2.023
1.214	0.800	2.280	1.969
1.244	0.895	2.314	1.930
1.291	0.838	2.403	1.965
1.279	0.781	2.216	2.004
1.243	0.893	2.383	1.931
1.181	0.824	2.433	2.020
1.250	0.801	2.203	2.007
1.237	0.895	2.374	2.023
1.197	0.870	2.425	2.007
1.279	0.791	2.242	2.023
1.250	0.864	2.321	1.951
1.198	0.814	2.423	1.974
1.302	0.795	2.222	2.042
1.220	0.888	2.348	1.949
1.172	0.833	2.424	1.944
1.253	0.786	2.234	1.991
1.218	0.866	2.245	2.028
1.184	0.801	2.500	2.009
1.260	0.817	2.229	2.042
1.234	0.880	2.301	1.945
1.191	0.850	2.410	1.960
1.266	0.801	2.242	2.048
1.221	0.898	2.325	1.944
1.204	0.866	2.429	1.960
1.221	0.798	2.243	2.001
1.238	0.907	2.206	2.039
1.218	0.846	2.424	1.971
1.248	0.791	2.229	2.055
1.218	0.880	2.266	1.964
1.198	0.831	2.403	2.000
1.250	0.786	2.229	2.048
1.256	0.870	2.307	1.968
1.168	0.838	2.430	1.957
1.243	0.779	2.269	2.042
1.266	0.866	2.335	1.974
1.225	0.845	2.423	1.989
1.266	0.793	2.242	2.055
1.249	0.879	2.334	1.952
1.193	0.840	2.417	2.023
1.242	0.742	2.242	2.048
1.235	0.860	2.301	1.987
1.191	0.883	2.242	1.974
1.253	0.793	2.243	2.042
1.268	0.863	2.294	1.965
1.172	0.805	2.391	1.974
1.262	0.786	2.242	2.042
1.262	0.844	2.335	1.987
1.220	0.840	2.384	1.965
1.221	0.784	2.249	1.946
1.281	0.836	2.321	1.974
1.198	0.870	2.262	1.944
1.253	0.775	2.262	2.036
1.243	0.860	2.255	1.932
1.220	0.866	2.365	1.977
1.227	0.784	2.236	2.036
1.275	0.844	2.294	1.968
1.172	0.870	2.394	1.974
1.252	0.784	2.243	1.940
1.264	0.847	2.213	2.004
1.239	0.860	2.368	1.987
1.223	0.783	2.249	2.042
1.275	0.828	2.223	1.952
1.194	0.860	2.416	1.946
1.262	0.795	2.318	2.027
1.278	0.817	2.202	1.979
1.217	0.888	2.413	1.959
1.227	0.797	2.358	1.961
1.301	0.836	2.202	1.973
1.212	0.863	2.377	1.931
1.268	0.762	2.319	2.040
1.268	0.785	2.202	1.985
1.246	0.886	2.381	1.987
1.227	0.783	2.292	2.001
1.262	0.811	2.216	2.005
1.214	0.914	2.377	1.853
1.265	0.804	2.377	1.933
1.289	0.836	2.190	2.035
1.243	0.898	2.377	1.922
1.233	0.798	2.424	2.009
1.307	0.814	2.218	1.987
1.188	0.889	2.383	1.946
1.265	0.817	2.317	2.004
1.275	0.804	2.274	2.027
1.233	0.895	2.348	1.946
1.230	0.811	2.403	2.024
1.315	0.814	2.396	1.973
1.218	0.899	2.377	1.930
1.268	0.815	2.291	2.007
1.256	0.779	2.216	1.998
1.259	0.898	2.351	1.933
1.255	0.817	2.409	2.033
1.301	0.837	2.209	1.996
1.231	0.895	2.236	1.956
1.232	0.876	2.403	2.007
1.293	0.849	2.223	1.998
1.265	0.899	2.322	1.951
1.217	0.833	2.424	2.007
1.314	0.830	2.209	1.985
1.206	0.899	2.372	2.010
1.256	0.814	2.424	2.002
1.260	0.804	2.416	2.007
1.252	0.887	2.263	1.927
1.246	0.817	2.377	2.027
1.260	0.816	2.202	2.035
1.227	0.877	2.294	1.943
1.227	0.832	2.358	1.990
1.237	0.779	2.222	1.958
1.252	0.895	2.266	2.041
1.171	0.817	2.425	2.002
1.253	0.801	2.229	2.042
1.239	0.887	2.351	1.932
1.193	0.841	2.427	2.003
1.276	0.846	2.288	2.010
1.240	0.877	2.276	1.936
1.187	0.857	2.424	2.002
1.248	0.792	2.243	2.042
1.224	0.844	2.322	2.048
1.160	0.838	2.416	1.965
1.266	0.783	2.238	2.029
1.231	0.876	2.321	1.945
1.203	0.841	2.425	1.990
1.289	0.799	2.218	2.037
1.234	0.891	2.308	1.952
1.159	0.837	2.424	1.939
1.279	0.779	2.262	2.035
1.263	0.854	2.242	2.055
1.182	0.857	2.400	1.997
1.250	0.786	2.239	2.042
1.231	0.903	2.263	1.965
1.177	0.837	2.410	2.022
1.253	0.792	2.245	2.042
1.214	0.873	2.322	1.985
1.184	0.863	2.404	1.932
1.222	0.814	2.248	2.015
1.301	0.844	2.243	2.048
1.155	0.875	2.425	1.965
1.272	0.787	2.219	2.055
1.217	0.882	2.076	1.961
1.190	0.857	2.397	1.933
1.234	0.812	2.243	2.037
1.250	0.870	2.334	1.971
1.159	0.851	2.423	1.977
1.268	0.817	2.251	2.042
1.230	0.873	2.281	1.952
1.229	0.799	2.355	1.974
1.222	0.791	2.242	2.088
1.315	0.834	2.346	1.955
1.225	0.918	2.368	1.984
1.268	0.776	2.236	1.977
1.291	0.847	2.215	1.978
1.230	0.888	2.262	1.968
1.240	0.784	2.317	2.049
1.294	0.883	2.210	1.977
1.217	0.882	2.424	1.978
1.272	0.766	2.255	2.023
1.278	0.817	2.262	1.977
1.235	0.899	2.371	1.931
1.239	0.795	2.265	1.974
1.317	0.860	2.267	1.965
1.212	0.893	2.215	1.979
1.250	0.804	2.279	2.036
1.275	0.875	2.255	1.979
1.243	0.901	2.355	1.936
1.252	0.795	2.278	2.042
1.275	0.820	2.236	1.961
1.207	0.898	2.383	1.933
1.239	0.786	2.236	1.952
1.301	0.817	2.236	1.985
1.210	0.901	2.381	1.972
1.252	0.822	2.279	1.994
1.265	0.785	2.209	1.985
1.210	0.882	2.373	1.927
1.227	0.804	2.358	2.017
1.314	0.827	2.236	2.004
1.212	0.904	2.372	1.940
1.243	0.795	2.330	1.946
1.297	0.814	2.201	1.991
1.239	0.888	2.376	1.946
1.222	0.808	2.332	2.036
1.261	0.836	2.222	1.985
1.191	0.901	2.374	1.931
1.174	0.817	2.383	2.009
1.276	0.772	2.216	2.009
1.259	0.882	2.333	1.931
1.202	0.812	2.371	1.930
1.308	0.804	2.220	2.004
1.231	0.893	2.359	1.946
1.197	0.797	2.424	1.996
1.289	0.817	2.213	1.985
1.264	0.911	2.374	1.957
1.198	0.844	2.409	2.007
1.282	0.823	2.229	2.010
1.231	0.891	2.346	1.931
1.185	0.816	2.416	2.009
1.302	0.804	2.229	2.004
1.223	0.879	2.338	1.946
1.243	0.820	2.409	1.990
1.276	0.791	2.255	2.007
1.241	0.895	2.361	1.952
1.193	0.830	2.427	1.987
1.276	0.756	2.243	2.003
1.225	0.895	2.348	1.952
1.223	0.845	2.410	2.002
1.253	0.775	2.249	2.048
1.227	0.870	2.373	1.944
1.166	0.833	2.424	1.974
1.269	0.857	2.245	2.042
1.205	0.890	2.313	2.055
1.197	0.840	2.409	1.989
1.227	0.795	2.427	2.087
1.247	0.878	2.346	1.969
1.168	0.850	2.377	2.002
1.274	0.824	2.243	2.045
1.218	0.866	2.294	1.952
1.210	0.825	2.424	2.009
1.227	0.801	2.238	2.052
1.243	0.872	2.338	2.042
1.176	0.889	2.413	2.010
1.318	0.804	2.243	2.033
1.189	0.866	2.236	1.964
1.197	0.838	2.400	1.987
1.247	0.779	2.245	2.048
1.247	0.877	2.347	1.996
1.184	0.849	2.424	1.990
1.253	0.787	2.238	2.047
1.231	0.873	2.322	2.039
1.217	0.858	2.394	1.959
1.249	0.790	2.245	2.023
1.218	0.841	2.295	1.965
1.185	0.892	2.410	1.973
1.232	0.781	2.250	2.035
1.256	0.854	2.309	1.965
1.159	0.852	2.416	1.985
1.269	0.770	2.206	2.053
1.218	0.860	2.251	2.048
1.189	0.850	2.424	1.961
1.222	0.779	2.391	2.037
1.272	0.857	2.197	1.968
1.207	0.883	2.368	1.977
1.252	0.811	2.224	2.055
1.256	0.818	2.333	1.965
1.210	0.844	2.383	1.977
1.239	0.808	2.249	2.058
1.288	0.847	2.245	2.027
1.178	0.888	2.368	1.948
1.268	0.771	2.239	2.037
1.297	0.966	2.236	1.985
1.230	0.873	2.416	1.959
1.233	0.781	2.249	2.036
1.248	0.828	2.236	1.974
1.225	0.912	2.371	1.998
1.261	0.798	2.278	2.039
1.294	0.833	2.209	1.977
1.233	0.863	2.381	1.955
1.252	0.798	2.319	2.002
1.294	0.829	2.201	1.973
1.233	0.875	2.381	1.946
1.214	0.794	2.300	1.948
1.294	0.815	2.242	1.974
1.194	0.893	2.202	1.972
1.256	0.776	2.319	2.040
1.289	0.829	2.189	1.985
1.243	0.871	2.368	1.946
1.227	0.833	2.416	2.027
1.330	0.817	2.221	1.978
1.223	0.887	2.383	1.940
1.272	0.802	2.351	1.941
1.291	0.830	2.202	1.985
1.246	0.888	2.207	1.985
1.225	0.814	2.377	2.023
1.285	0.849	2.202	1.972
1.198	0.885	2.375	1.940
1.198	0.804	2.356	2.004
1.279	0.801	2.204	1.978
1.239	0.914	2.374	1.952
1.243	0.825	2.409	1.947
1.314	0.820	2.210	1.991
1.236	0.907	2.358	1.946
1.193	0.817	2.437	1.991
1.289	0.817	2.229	2.004
1.225	0.901	2.359	1.946
1.197	0.804	2.332	2.009
1.293	0.804	2.203	1.996
1.259	0.907	2.230	1.946
1.220	0.804	2.376	1.930
1.317	0.801	2.223	1.998
1.214	0.863	2.424	1.931
1.195	0.830	2.450	2.020
1.276	0.824	2.209	2.010
1.264	0.787	2.346	1.944
1.173	0.811	2.435	1.989
1.315	0.795	2.177	1.998
1.205	0.893	2.372	1.965
1.198	0.814	2.321	1.933
1.269	0.824	2.203	2.023
1.243	0.895	2.320	1.932
1.192	0.866	2.430	2.009
1.260	0.823	2.215	2.048
1.221	0.903	2.322	1.932
1.231	0.825	2.416	1.985
1.272	0.787	2.219	1.997
1.251	0.883	2.255	1.932
1.176	0.850	2.429	1.968
1.229	0.795	2.222	2.050
1.249	0.873	2.281	1.944
1.172	0.838	2.427	2.033
1.282	0.786	2.250	1.998
1.210	0.893	2.358	1.960
1.191	0.850	2.425	2.002
1.234	0.804	2.245	1.977
1.250	0.899	2.255	1.961
1.159	0.837	2.423	2.015
1.248	0.801	2.256	2.023
1.243	0.866	2.307	1.938
1.193	0.827	2.429	1.987
1.231	0.791	2.237	2.042
1.272	0.837	2.361	2.048
1.169	0.841	2.410	1.987
1.276	0.776	2.427	2.009
1.214	0.870	2.294	1.965
1.200	0.851	2.429	1.984
1.247	0.791	2.249	2.055
1.237	0.912	2.335	1.945
1.198	0.908	2.381	1.961
1.236	0.779	2.242	2.048
1.256	0.866	2.334	2.048
1.145	0.859	2.394	1.960
1.248	0.787	2.249	2.068
1.262	0.877	2.346	1.974
1.193	0.863	2.363	1.970
1.221	0.749	2.217	2.048
1.243	0.836	2.307	1.932
1.175	0.870	2.394	1.987
1.261	0.786	2.227	2.049
1.275	0.841	2.288	2.027
1.193	0.886	2.416	1.946
1.243	0.771	2.242	2.023
1.262	0.849	2.236	1.981
1.181	0.863	2.213	1.974
1.258	0.783	2.239	2.048
1.231	0.837	2.242	1.981
1.191	0.852	2.368	1.974
1.255	0.783	2.243	2.049
1.260	0.816	2.242	2.037
1.204	0.857	2.368	1.965
1.248	0.776	2.249	2.007
1.256	0.849	2.242	1.913
1.187	0.870	2.394	1.951
1.255	0.814	2.249	2.023
1.249	0.866	2.215	1.961
1.241	0.888	2.397	1.974
1.230	0.791	2.242	2.040
1.307	0.847	2.265	2.040
1.214	0.870	2.383	1.987
1.272	0.789	2.286	2.027
1.294	0.825	2.281	1.961
1.238	0.875	2.370	1.985
1.252	0.798	2.339	2.023
1.320	0.824	2.202	1.968
1.217	0.866	2.368	1.973
1.275	0.787	2.305	2.040
1.307	0.789	2.210	1.985
1.233	0.857	2.368	1.933
1.243	0.837	2.249	2.023
1.275	0.804	2.201	1.998
1.250	0.907	2.381	1.946
1.212	0.808	2.409	1.941
1.317	0.788	2.228	2.017
1.214	0.888	2.223	2.043
1.265	0.798	2.424	2.002
1.291	0.801	2.203	1.991
1.227	0.907	2.383	1.946
1.218	0.823	2.425	2.007
1.294	0.840	2.223	1.985
1.231	0.899	2.383	1.936
1.272	0.798	2.390	1.944
1.301	0.817	2.202	1.985
1.251	0.901	2.368	1.933
1.251	0.811	2.380	2.007
1.304	0.820	2.229	1.991
1.233	0.904	2.334	1.940
